region,year,sex,age_group,population
North East,2025,male,85-89,19026
North East,2026,male,85-89,18986
North East,2027,male,85-89,19105
North East,2028,male,85-89,19490
North East,2029,male,85-89,20558
North East,2030,male,85-89,21696
North East,2031,male,85-89,23057
North East,2032,male,85-89,26375
North East,2033,male,85-89,28215
North East,2034,male,85-89,29127
North East,2035,male,85-89,29612
North East,2036,male,85-89,29804
North East,2037,male,85-89,28600
North East,2038,male,85-89,28478
North East,2039,male,85-89,28666
North East,2040,male,85-89,29017
North East,2041,male,85-89,29769
North East,2042,male,85-89,30756
North East,2043,male,85-89,31809
North East,2044,male,85-89,32856
North East,2045,male,85-89,33852
North East,2046,male,85-89,34845
North East,2047,male,85-89,36059
North East,2022,male,90+,7639
North East,2023,male,90+,7729
North East,2024,male,90+,7996
North East,2025,male,90+,8315
North East,2026,male,90+,8615
North East,2027,male,90+,9030
North East,2028,male,90+,9400
North East,2029,male,90+,9770
North East,2030,male,90+,9985
North East,2031,male,90+,10050
North East,2032,male,90+,10313
North East,2033,male,90+,10710
North East,2034,male,90+,11451
North East,2035,male,90+,12106
North East,2036,male,90+,12786
North East,2037,male,90+,14635
North East,2038,male,90+,15583
North East,2039,male,90+,16190
North East,2040,male,90+,16527
North East,2041,male,90+,16743
North East,2042,male,90+,16883
North East,2043,male,90+,17168
North East,2044,male,90+,17478
North East,2045,male,90+,17763
North East,2046,male,90+,18255
North East,2047,male,90+,18859
North West,2022,male,0-4,207687
North West,2023,male,0-4,205898
North West,2024,male,0-4,203746
North West,2025,male,0-4,201300
North West,2026,male,0-4,199806
North West,2027,male,0-4,197746
North West,2028,male,0-4,197747
North West,2029,male,0-4,197873
North West,2030,male,0-4,197943
North West,2031,male,0-4,198063
North West,2032,male,0-4,198300
North West,2033,male,0-4,198689
North West,2034,male,0-4,199177
North West,2035,male,0-4,199775
North West,2036,male,0-4,200486
North West,2037,male,0-4,201315
North West,2038,male,0-4,202252
North West,2039,male,0-4,203264
North West,2040,male,0-4,204316
North West,2041,male,0-4,205366
North West,2042,male,0-4,206374
North West,2043,male,0-4,207271
North West,2044,male,0-4,207989
North West,2045,male,0-4,208498
North West,2046,male,0-4,208790
North West,2047,male,0-4,208861
North West,2022,male,5-9,228648
North West,2023,male,5-9,227334
North West,2024,male,5-9,226814
North West,2025,male,5-9,224607
North West,2026,male,5-9,220391
North West,2027,male,5-9,217569
North West,2028,male,5-9,214019
North West,2029,male,5-9,210674
North West,2030,male,5-9,208159
North West,2031,male,5-9,206832
North West,2032,male,5-9,204933
North West,2033,male,5-9,205027
North West,2034,male,5-9,205165
North West,2035,male,5-9,205215
North West,2036,male,5-9,205318
North West,2037,male,5-9,205541
North West,2038,male,5-9,205918
North West,2039,male,5-9,206398
North West,2040,male,5-9,206990
North West,2041,male,5-9,207698
North West,2042,male,5-9,208527
North West,2043,male,5-9,209468
North West,2044,male,5-9,210485
North West,2045,male,5-9,211544
North West,2046,male,5-9,212604
North West,2047,male,5-9,213623
North West,2022,male,10-14,237941
North West,2023,male,10-14,239776
North West,2024,male,10-14,240086
North West,2025,male,10-14,239271
North West,2026,male,10-14,238321
North West,2027,male,10-14,236497
North West,2028,male,10-14,233784
North West,2029,male,10-14,232240
North West,2030,male,10-14,229921
North West,2031,male,10-14,225804
North West,2032,male,10-14,223121
North West,2033,male,10-14,219640
North West,2034,male,10-14,216292
North West,2035,male,10-14,213758
North West,2036,male,10-14,212415
North West,2037,male,10-14,210495
North West,2038,male,10-14,210577
North West,2039,male,10-14,210704
North West,2040,male,10-14,210739
North West,2041,male,10-14,210828
North West,2042,male,10-14,211040
North West,2043,male,10-14,211407
North West,2044,male,10-14,211879
North West,2045,male,10-14,212464
North West,2046,male,10-14,213167
North West,2047,male,10-14,213995
North West,2022,male,15-19,228868
North West,2023,male,15-19,234571
North West,2024,male,15-19,238822
North West,2025,male,15-19,241291
North West,2026,male,15-19,244372
North West,2027,male,15-19,247312
North West,2028,male,15-19,247949
North West,2029,male,15-19,247514
North West,2030,male,15-19,246594
North West,2031,male,15-19,245635
North West,2032,male,15-19,243791
North West,2033,male,15-19,241103
North West,2034,male,15-19,239536
North West,2035,male,15-19,237190
North West,2036,male,15-19,233035
North West,2037,male,15-19,230338
North West,2038,male,15-19,226862
North West,2039,male,15-19,223460
North West,2040,male,15-19,220903
North West,2041,male,15-19,219537
North West,2042,male,15-19,217601
North West,2043,male,15-19,217643
North West,2044,male,15-19,217759
North West,2045,male,15-19,217773
North West,2046,male,15-19,217835
North West,2047,male,15-19,218024
North West,2022,male,20-24,232348
North West,2023,male,20-24,241883
North West,2024,male,20-24,248358
North West,2025,male,20-24,252125
North West,2026,male,20-24,255058
North West,2027,male,20-24,257143
North West,2028,male,20-24,260188
North West,2029,male,20-24,262570
North West,2030,male,20-24,265312
North West,2031,male,20-24,268830
North West,2032,male,20-24,271926
North West,2033,male,20-24,272523
North West,2034,male,20-24,271934
North West,2035,male,20-24,270782
North West,2036,male,20-24,269590
North West,2037,male,20-24,267475
North West,2038,male,20-24,264690
North West,2039,male,20-24,263031
North West,2040,male,20-24,260574
North West,2041,male,20-24,256308
North West,2042,male,20-24,253546
North West,2043,male,20-24,249914
North West,2044,male,20-24,246378
North West,2045,male,20-24,243712
North West,2046,male,20-24,242202
North West,2047,male,20-24,240178
North West,2022,male,25-29,237172
North West,2023,male,25-29,244042
North West,2024,male,25-29,250411
North West,2025,male,25-29,252718
North West,2026,male,25-29,254114
North West,2027,male,25-29,254326
North West,2028,male,25-29,256585
North West,2029,male,25-29,259073
North West,2030,male,25-29,262915
North West,2031,male,25-29,266846
North West,2032,male,25-29,270067
North West,2033,male,25-29,273822
North West,2034,male,25-29,276312
North West,2035,male,25-29,279062
North West,2036,male,25-29,282635
North West,2037,male,25-29,285731
North West,2038,male,25-29,286180
North West,2039,male,25-29,285510
North West,2040,male,25-29,284285
North West,2041,male,25-29,282995
North West,2042,male,25-29,280733
North West,2043,male,25-29,277963
North West,2044,male,25-29,276261
North West,2045,male,25-29,273791
North West,2046,male,25-29,269558
North West,2047,male,25-29,266802
North West,2022,male,30-34,250921
North West,2023,male,30-34,255992
North West,2024,male,30-34,260516
North West,2025,male,30-34,261456
North West,2026,male,30-34,260006
North West,2027,male,30-34,261187
North West,2028,male,30-34,262858
North West,2029,male,30-34,265455
North West,2030,male,30-34,267336
North West,2031,male,30-34,269073
North West,2032,male,30-34,269723
North West,2033,male,30-34,272164
North West,2034,male,30-34,274744
North West,2035,male,30-34,278544
North West,2036,male,30-34,282446
North West,2037,male,30-34,285761
North West,2038,male,30-34,289593
North West,2039,male,30-34,292065
North West,2040,male,30-34,294815
North West,2041,male,30-34,298433
North West,2042,male,30-34,301537
North West,2043,male,30-34,301924
North West,2044,male,30-34,301230
North West,2045,male,30-34,299966
North West,2046,male,30-34,298627
North West,2047,male,30-34,296291
North West,2022,male,35-39,242064
North West,2023,male,35-39,249929
North West,2024,male,35-39,256451
North West,2025,male,35-39,260171
North West,2026,male,35-39,264741
North West,2027,male,35-39,269000
North West,2028,male,35-39,270314
North West,2029,male,35-39,272187
North West,2030,male,35-39,272927
North West,2031,male,35-39,271970
North West,2032,male,35-39,273581
North West,2033,male,35-39,275550
North West,2034,male,35-39,278137
North West,2035,male,35-39,279946
North West,2036,male,35-39,281565
North West,2037,male,35-39,282108
North West,2038,male,35-39,284443
North West,2039,male,35-39,287031
North West,2040,male,35-39,290822
North West,2041,male,35-39,294714
North West,2042,male,35-39,298091
North West,2043,male,35-39,301983
North West,2044,male,35-39,304457
North West,2045,male,35-39,307223
North West,2046,male,35-39,310885
North West,2047,male,35-39,314004
North West,2022,male,40-44,226854
North West,2023,male,40-44,234882
North West,2024,male,40-44,239729
North West,2025,male,40-44,243863
North West,2026,male,40-44,248018
North West,2027,male,40-44,251734
North West,2028,male,40-44,257160
North West,2029,male,40-44,261958
North West,2030,male,40-44,265590
North West,2031,male,40-44,270406
North West,2032,male,40-44,274956
North West,2033,male,40-44,276486
North West,2034,male,40-44,278448
North West,2035,male,40-44,279196
North West,2036,male,40-44,278314
North West,2037,male,40-44,279917
North West,2038,male,40-44,281892
North West,2039,male,40-44,284428
North West,2040,male,40-44,286195
North West,2041,male,40-44,287740
North West,2042,male,40-44,288225
North West,2043,male,40-44,290502
North West,2044,male,40-44,293101
North West,2045,male,40-44,296885
North West,2046,male,40-44,300764
North West,2047,male,40-44,304179
North West,2022,male,45-49,216628
North West,2023,male,45-49,213244
North West,2024,male,45-49,215419
North West,2025,male,45-49,219434
North West,2026,male,45-49,224735
North West,2027,male,45-49,231557
North West,2028,male,45-49,238135
North West,2029,male,45-49,241918
North West,2030,male,45-49,245868
North West,2031,male,45-49,250116
North West,2032,male,45-49,254023
North West,2033,male,45-49,259538
North West,2034,male,45-49,264362
North West,2035,male,45-49,268018
North West,2036,male,45-49,272813
North West,2037,male,45-49,277333
North West,2038,male,45-49,278880
North West,2039,male,45-49,280874
North West,2040,male,45-49,281642
North West,2041,male,45-49,280836
North West,2042,male,45-49,282452
North West,2043,male,45-49,284443
North West,2044,male,45-49,286951
North West,2045,male,45-49,288700
North West,2046,male,45-49,290198
North West,2047,male,45-49,290657
North West,2022,male,50-54,251002
North West,2023,male,50-54,246794
North West,2024,male,50-54,239544
North West,2025,male,50-54,233539
North West,2026,male,50-54,224945
North West,2027,male,50-54,217206
North West,2028,male,50-54,213192
North West,2029,male,50-54,214891
North West,2030,male,50-54,218948
North West,2031,male,50-54,224341
North West,2032,male,50-54,231186
North West,2033,male,50-54,237728
North West,2034,male,50-54,241437
North West,2035,male,50-54,245297
North West,2036,male,50-54,249484
North West,2037,male,50-54,253388
North West,2038,male,50-54,258867
North West,2039,male,50-54,263677
North West,2040,male,50-54,267352
North West,2041,male,50-54,272125
North West,2042,male,50-54,276616
North West,2043,male,50-54,278183
North West,2044,male,50-54,280214
North West,2045,male,50-54,281015
North West,2046,male,50-54,280297
North West,2047,male,50-54,281940
North West,2022,male,55-59,254180
North West,2023,male,55-59,253630
North West,2024,male,55-59,252816
North West,2025,male,55-59,250104
North West,2026,male,55-59,249545
North West,2027,male,55-59,246550
North West,2028,male,55-59,241985
North West,2029,male,55-59,234667
North West,2030,male,55-59,228913
North West,2031,male,55-59,220751
North West,2032,male,55-59,213462
North West,2033,male,55-59,209750
North West,2034,male,55-59,211590
North West,2035,male,55-59,215715
North West,2036,male,55-59,221079
North West,2037,male,55-59,227795
North West,2038,male,55-59,234189
North West,2039,male,55-59,237801
North West,2040,male,55-59,241584
North West,2041,male,55-59,245712
North West,2042,male,55-59,249594
North West,2043,male,55-59,255013
North West,2044,male,55-59,259777
North West,2045,male,55-59,263451
North West,2046,male,55-59,268187
North West,2047,male,55-59,272627
North West,2022,male,60-64,227088
North West,2023,male,60-64,232468
North West,2024,male,60-64,238177
North West,2025,male,60-64,242429
North West,2026,male,60-64,244136
North West,2027,male,60-64,244857
North West,2028,male,60-64,244039
North West,2029,male,60-64,243043
North West,2030,male,60-64,240514
North West,2031,male,60-64,240147
North West,2032,male,60-64,237418
North West,2033,male,60-64,233161
North West,2034,male,60-64,226277
North West,2035,male,60-64,220883
North West,2036,male,60-64,213197
North West,2037,male,60-64,206377
North West,2038,male,60-64,202988
North West,2039,male,60-64,204957
North West,2040,male,60-64,209114
North West,2041,male,60-64,214393
North West,2042,male,60-64,220915
North West,2043,male,60-64,227105
North West,2044,male,60-64,230601
North West,2045,male,60-64,234297
North West,2046,male,60-64,238342
North West,2047,male,60-64,242171
North West,2022,male,65-69,187681
North West,2023,male,65-69,191141
North West,2024,male,65-69,195519
North West,2025,male,65-69,201434
North West,2026,male,65-69,207362
North West,2027,male,65-69,213452
North West,2028,male,65-69,218451
North West,2029,male,65-69,223748
North West,2030,male,65-69,227826
North West,2031,male,65-69,229541
North West,2032,male,65-69,230367
North West,2033,male,65-69,229724
North West,2034,male,65-69,228897
North West,2035,male,65-69,226628
North West,2036,male,65-69,226429
North West,2037,male,65-69,223978
