Organisation_Code,Specialty,Number_Of_Beds,Effective_Snapshot_Date
RWF,370,0.73913,30/09/2020
RL1,420,0,30/09/2020
R1H,101,6,30/09/2020
RAP,700,0,30/09/2020
RVW,410,0.73913,30/09/2020
RL4,420,0.065217,30/09/2020
R1K,101,2.76087,30/09/2020
RAS,700,0,30/09/2020
RWX,370,0,30/09/2020
RLQ,420,0,30/09/2020
RAL,101,2.152174,30/09/2020
RAT,700,0,30/09/2020
RWA,410,0.467391,30/09/2020
RLT,420,0,30/09/2020
RAN,101,0,30/09/2020
RAX,700,0,30/09/2020
RX2,370,0,30/09/2020
RLY,420,0,30/09/2020
RAP,101,2.434783,30/09/2020
RF4,700,0,30/09/2020
RWY,410,0,30/09/2020
RNA,420,0.336957,30/09/2020
RAS,101,1.021739,30/09/2020
RJ1,700,0,30/09/2020
RXC,370,0,30/09/2020
RNQ,420,0.413043,30/09/2020
RAT,101,0,30/09/2020
RJ2,700,0,30/09/2020
RX3,410,0,30/09/2020
RNS,420,9.097826,30/09/2020
RAX,101,1.597826,30/09/2020
RJ6,700,0,30/09/2020
RXH,370,0.021739,30/09/2020
RP1,420,0,30/09/2020
RF4,101,2.108696,30/09/2020
RJ7,700,0,30/09/2020
RX4,410,0,30/09/2020
RP7,420,0,30/09/2020
RJ1,101,3.304348,30/09/2020
RJZ,700,0,30/09/2020
RXQ,370,0,30/09/2020
RQ3,420,0.293478,30/09/2020
RJ2,101,0.5,30/09/2020
RKE,700,0,30/09/2020
RXE,410,0,30/09/2020
RRE,420,0,30/09/2020
RJ6,101,1.326087,30/09/2020
RKL,700,0,30/09/2020
RXX,370,0,30/09/2020
RRJ,420,0,30/09/2020
RJ7,101,1.532609,30/09/2020
RP4,700,0,30/09/2020
RXF,410,0.923913,30/09/2020
RRK,420,0,30/09/2020
RJZ,101,5.934783,30/09/2020
RP6,700,0,30/09/2020
RXY,370,0,30/09/2020
RTG,420,0,30/09/2020
RKE,101,2.086957,30/09/2020
RPY,700,0,30/09/2020
RXG,410,0,30/09/2020
RWD,420,0,30/09/2020
RKL,101,0,30/09/2020
RQM,700,0,30/09/2020
RYR,370,12.380435,30/09/2020
RWE,420,1.913043,30/09/2020
RP4,101,0.630435,30/09/2020
RQX,700,0,30/09/2020
RXP,410,2.826087,30/09/2020
RWP,420,0,30/09/2020
RP6,101,0,30/09/2020
RQY,700,0,30/09/2020
R1A,370,0,30/09/2020
RX1,420,11.673913,30/09/2020
RPY,101,0.043478,30/09/2020
RRP,700,0,30/09/2020
RY6,410,0,30/09/2020
RXK,420,0,30/09/2020
RQM,101,4.478261,30/09/2020
RRV,700,0,30/09/2020
RBK,370,0.173913,30/09/2020
RXM,420,0,30/09/2020
RQX,101,0,30/09/2020
RT3,700,0,30/09/2020
TAD,410,0,30/09/2020
RXT,420,0,30/09/2020
RQY,101,0,30/09/2020
RV3,700,0,30/09/2020
RFS,370,0,30/09/2020
RXW,420,0,30/09/2020
RRP,101,0,30/09/2020
RVR,700,0,30/09/2020
TAH,410,0,30/09/2020
RY5,420,0,30/09/2020
RRV,101,0.021739,30/09/2020
RWK,700,0,30/09/2020
RHA,370,0,30/09/2020
RY8,420,0,30/09/2020
RT3,101,0,30/09/2020
RYJ,700,0,30/09/2020
RL1,142,0,30/09/2020
R1H,143,0,30/09/2020
RV3,101,0,30/09/2020
RHW,710,0,30/09/2020
RJC,370,0,30/09/2020
R1K,143,0,30/09/2020
RVR,101,2.98913,30/09/2020
RN5,710,0,30/09/2020
RL4,142,0,30/09/2020
RAL,143,0,30/09/2020
RWK,101,0,30/09/2020
RN7,710,0,30/09/2020
RJE,370,0,30/09/2020
RAN,143,0,30/09/2020
RYJ,101,2.293478,30/09/2020
RNU,710,0,30/09/2020
RLQ,142,0,30/09/2020
RAP,143,0,30/09/2020
RL1,120,0,30/09/2020
RPA,710,0,30/09/2020
RK5,370,0,30/09/2020
RAS,143,0,30/09/2020
RL4,120,1.021739,30/09/2020
RPC,710,0,30/09/2020
RLT,142,0,30/09/2020
RAT,143,0,30/09/2020
RLQ,120,0,30/09/2020
RPG,710,0,30/09/2020
RKB,370,0,30/09/2020
RAX,143,0,30/09/2020
RLT,120,0,30/09/2020
RTH,710,0,30/09/2020
RLY,142,0,30/09/2020
RF4,143,0,30/09/2020
RLY,120,0,30/09/2020
RTK,710,0,30/09/2020
RNA,142,0,30/09/2020
RJ1,143,0,30/09/2020
RNA,120,1.076087,30/09/2020
RTP,710,0,30/09/2020
RNQ,142,0,30/09/2020
RJ2,143,0,30/09/2020
RNQ,120,0.271739,30/09/2020
RVV,710,0,30/09/2020
RNS,142,0,30/09/2020
RJ6,143,0,30/09/2020
RNS,120,0.51087,30/09/2020
RW1,710,0,30/09/2020
RP1,142,0,30/09/2020
RJ7,143,0,30/09/2020
RP1,120,0,30/09/2020
RWF,710,0,30/09/2020
RP7,142,0,30/09/2020
RJZ,143,0.51087,30/09/2020
RP7,120,0,30/09/2020
RWX,710,0,30/09/2020
RQ3,142,0.032609,30/09/2020
RKE,143,0,30/09/2020
RQ3,120,0.195652,30/09/2020
RX2,710,0,30/09/2020
RRE,142,0,30/09/2020
RKL,143,0,30/09/2020
RRE,120,0,30/09/2020
RXC,710,0,30/09/2020
RRJ,142,0,30/09/2020
RP4,143,0,30/09/2020
RRJ,120,0,30/09/2020
RXH,710,0,30/09/2020
RRK,142,0,30/09/2020
RP6,143,0,30/09/2020
RRK,120,0.663043,30/09/2020
RXQ,710,0,30/09/2020
RTG,142,0,30/09/2020
RPY,143,0,30/09/2020
RTG,120,2.391304,30/09/2020
RXX,710,0,30/09/2020
RWD,142,0,30/09/2020
RQM,143,0,30/09/2020
RWD,120,0.967391,30/09/2020
RXY,710,0,30/09/2020
RWE,142,0,30/09/2020
RQX,143,0,30/09/2020
RWE,120,0,30/09/2020
RYR,710,0,30/09/2020
RWP,142,0,30/09/2020
RQY,143,0,30/09/2020
RWP,120,0,30/09/2020
R1A,710,0,30/09/2020
RX1,142,0,30/09/2020
RRP,143,0,30/09/2020
RX1,120,7.586957,30/09/2020
RBK,710,0,30/09/2020
RXK,142,0,30/09/2020
RRV,143,0,30/09/2020
RXK,120,0.858696,30/09/2020
RFS,710,0,30/09/2020
RXM,142,0,30/09/2020
RT3,143,0,30/09/2020
RXM,120,0,30/09/2020
RHA,710,0,30/09/2020
RXT,142,0,30/09/2020
RV3,143,0,30/09/2020
RXT,120,0,30/09/2020
RJC,710,0,30/09/2020
RXW,142,0,30/09/2020
RVR,143,0,30/09/2020
RXW,120,1.608696,30/09/2020
RJE,710,0,30/09/2020
RY5,142,0,30/09/2020
RWK,143,0,30/09/2020
RY5,120,0,30/09/2020
RK5,710,0,30/09/2020
RY8,142,0,30/09/2020
RYJ,143,0,30/09/2020
RY8,120,0,30/09/2020
RKB,710,0,30/09/2020
RYG,142,0,30/09/2020
RYX,143,0,30/09/2020
RYG,120,0,30/09/2020
RL1,710,0,30/09/2020
RYW,142,0.717391,30/09/2020
TAF,143,0,30/09/2020
RYW,120,0,30/09/2020
RL4,710,0,30/09/2020
TAJ,142,0,30/09/2020
RA4,143,0,30/09/2020
TAJ,120,0,30/09/2020
RLQ,710,0,30/09/2020
R1L,142,0,30/09/2020
RA7,143,0,30/09/2020
R1L,120,0,30/09/2020
RLT,710,0,30/09/2020
RAJ,142,0,30/09/2020
RA9,143,0,30/09/2020
RAJ,120,2.271739,30/09/2020
RLY,710,0,30/09/2020
RC9,142,0,30/09/2020
RBD,143,0,30/09/2020
RC9,120,1.445652,30/09/2020
RNA,710,0,30/09/2020
RCX,142,0,30/09/2020
RBZ,143,0,30/09/2020
RCX,120,0.119565,30/09/2020
RNQ,710,0,30/09/2020
RD8,142,0,30/09/2020
RD1,143,0,30/09/2020
RD8,120,1.141304,30/09/2020
RNS,710,0,30/09/2020
RDE,142,0,30/09/2020
RD3,143,0,30/09/2020
RDE,120,2.347826,30/09/2020
RP1,710,0,30/09/2020
RGM,142,0,30/09/2020
RDY,143,0,30/09/2020
RGM,120,0,30/09/2020
RP7,710,0,30/09/2020
RGN,142,0,30/09/2020
RDZ,143,0,30/09/2020
RGN,120,1.282609,30/09/2020
RQ3,710,0,30/09/2020
RGP,142,0,30/09/2020
REF,143,0,30/09/2020
RGP,120,0.684783,30/09/2020
RRE,710,0,30/09/2020
RGR,142,0,30/09/2020
RH5,143,0,30/09/2020
RGR,120,0,30/09/2020
RRJ,710,0,30/09/2020
RGT,142,0.076087,30/09/2020
RH8,143,0,30/09/2020
RGT,120,1.641304,30/09/2020
RRK,710,0,30/09/2020
RM1,142,0,30/09/2020
RJ8,143,0,30/09/2020
RM1,120,1.163043,30/09/2020
RTG,710,0,30/09/2020
RMY,142,0,30/09/2020
RK9,143,0.086957,30/09/2020
RMY,120,0,30/09/2020
RWD,710,0,30/09/2020
RQW,142,0,30/09/2020
RN3,143,0,30/09/2020
RQW,120,0,30/09/2020
RWE,710,0,30/09/2020
RT1,142,0,30/09/2020
RNZ,143,0,30/09/2020
RT1,120,0,30/09/2020
RWP,710,0,30/09/2020
RWG,142,0,30/09/2020
RTE,143,0,30/09/2020
RWG,120,0.336957,30/09/2020
RX1,710,0,30/09/2020
RWH,142,0,30/09/2020
RTQ,143,0,30/09/2020
RWH,120,1.184783,30/09/2020
RXK,710,0,30/09/2020
RWR,142,0,30/09/2020
RVJ,143,0,30/09/2020
RWR,120,0,30/09/2020
RXM,710,0,30/09/2020
RY3,142,0,30/09/2020
RVN,143,0,30/09/2020
RY3,120,0,30/09/2020
RXT,710,0,30/09/2020
R0A,142,1.902174,30/09/2020
RWV,143,0,30/09/2020
R0A,120,0.76087,30/09/2020
RXW,710,0,30/09/2020
RBL,142,0,30/09/2020
R1C,143,0,30/09/2020
RBL,120,0.641304,30/09/2020
RY5,710,0,30/09/2020
RBN,142,0,30/09/2020
R1F,143,0,30/09/2020
RBN,120,0.304348,30/09/2020
RY8,710,0,30/09/2020
RBQ,142,0,30/09/2020
RA2,143,0,30/09/2020
RBQ,120,0,30/09/2020
RYG,710,0,30/09/2020
RBS,142,2.554348,30/09/2020
RDU,143,0,30/09/2020
RBS,120,1.73913,30/09/2020
RYW,710,0,30/09/2020
RBT,142,0,30/09/2020
RHM,143,0.282609,30/09/2020
RBT,120,1.652174,30/09/2020
TAJ,710,0,30/09/2020
RBV,142,0,30/09/2020
RHU,143,0,30/09/2020
RBV,120,0,30/09/2020
R1L,710,0,30/09/2020
REM,142,0,30/09/2020
RHW,143,0,30/09/2020
REM,120,1.858696,30/09/2020
RAJ,710,0,30/09/2020
REN,142,0,30/09/2020
RN5,143,0,30/09/2020
REN,120,0,30/09/2020
RC9,710,0,30/09/2020
REP,142,0,30/09/2020
RN7,143,0,30/09/2020
REP,120,0,30/09/2020
RCX,710,0,30/09/2020
RET,142,0,30/09/2020
RNU,143,0,30/09/2020
RET,120,0,30/09/2020
RD8,710,0,30/09/2020
RJN,142,0,30/09/2020
RPA,143,0,30/09/2020
RJN,120,0.695652,30/09/2020
RDE,710,0,30/09/2020
RJR,142,0,30/09/2020
RPC,143,0,30/09/2020
RJR,120,0,30/09/2020
RGM,710,0,30/09/2020
RM3,142,0,30/09/2020
RPG,143,0,30/09/2020
RM3,120,0,30/09/2020
RGN,710,0,30/09/2020
RMC,142,0,30/09/2020
RTH,143,0.01087,30/09/2020
RMC,120,1.032609,30/09/2020
RGP,710,0,30/09/2020
RMP,142,0,30/09/2020
RTK,143,0,30/09/2020
RMP,120,1.054348,30/09/2020
RGR,710,0,30/09/2020
RRF,142,0,30/09/2020
RTP,143,0,30/09/2020
RRF,120,0.728261,30/09/2020
RGT,710,0,30/09/2020
RT2,142,0,30/09/2020
RVV,143,0,30/09/2020
RT2,120,0,30/09/2020
RM1,710,0,30/09/2020
RTV,142,0,30/09/2020
RW1,143,0,30/09/2020
RTV,120,0,30/09/2020
RMY,710,0,30/09/2020
RTX,142,0,30/09/2020
RWF,143,0,30/09/2020
RTX,120,0.413043,30/09/2020
RQW,710,0,30/09/2020
RVY,142,0,30/09/2020
RWX,143,0,30/09/2020
RVY,120,0.891304,30/09/2020
RT1,710,0,30/09/2020
RW4,142,0,30/09/2020
RX2,143,0,30/09/2020
RW4,120,0,30/09/2020
RWG,710,0,30/09/2020
RW5,142,0,30/09/2020
RXC,143,0,30/09/2020
RW5,120,0,30/09/2020
RWH,710,0,30/09/2020
RW6,142,0,30/09/2020
RXH,143,0,30/09/2020
RW6,120,1.967391,30/09/2020
RWR,710,0,30/09/2020
RWJ,142,0,30/09/2020
RXQ,143,0,30/09/2020
RWJ,120,0.48913,30/09/2020
RY3,710,0,30/09/2020
RWW,142,0,30/09/2020
RXX,143,0,30/09/2020
RWW,120,0,30/09/2020
R0A,710,0,30/09/2020
RXA,142,0,30/09/2020
RXY,143,0,30/09/2020
RXA,120,0,30/09/2020
RBL,710,0,30/09/2020
RXL,142,0,30/09/2020
RYR,143,0,30/09/2020
RXL,120,0.978261,30/09/2020
RBN,710,0,30/09/2020
RXN,142,0,30/09/2020
R1A,143,0,30/09/2020
RXN,120,0.021739,30/09/2020
RBQ,710,0,30/09/2020
RXR,142,0,30/09/2020
RBK,143,0,30/09/2020
RXR,120,2.478261,30/09/2020
RBS,710,0,30/09/2020
R0B,142,0,30/09/2020
RFS,143,0,30/09/2020
R0B,120,0,30/09/2020
RBT,710,0,30/09/2020
RAE,142,0,30/09/2020
RHA,143,0,30/09/2020
RAE,120,1.097826,30/09/2020
RBV,710,0,30/09/2020
RCB,142,0.097826,30/09/2020
RJC,143,0,30/09/2020
RCB,120,1.347826,30/09/2020
REM,710,0,30/09/2020
RCD,142,0,30/09/2020
RJE,143,0,30/09/2020
RCD,120,0.467391,30/09/2020
REN,710,0,30/09/2020
RCF,142,0,30/09/2020
RK5,143,0,30/09/2020
RCF,120,0,30/09/2020
REP,710,0,30/09/2020
RCU,142,2.206522,30/09/2020
RKB,143,0,30/09/2020
RCU,120,0.695652,30/09/2020
RET,710,0,30/09/2020
RFF,142,0,30/09/2020
RL1,143,0,30/09/2020
RFF,120,0.326087,30/09/2020
RJN,710,0,30/09/2020
RFR,142,0,30/09/2020
RL4,143,0,30/09/2020
RFR,120,0.782609,30/09/2020
RJR,710,0,30/09/2020
RGD,142,0,30/09/2020
RLQ,143,0,30/09/2020
RGD,120,0,30/09/2020
RM3,710,0,30/09/2020
RHQ,142,0.836957,30/09/2020
RLT,143,0,30/09/2020
RHQ,120,0.771739,30/09/2020
RMC,710,0,30/09/2020
RJL,142,0,30/09/2020
RLY,143,0,30/09/2020
RJL,120,0.934783,30/09/2020
RMP,710,0,30/09/2020
RNN,142,0,30/09/2020
RNA,143,0,30/09/2020
RNN,120,1.597826,30/09/2020
RRF,710,0,30/09/2020
RP5,142,0,30/09/2020
RNQ,143,0,30/09/2020
RP5,120,1.597826,30/09/2020
RT2,710,0,30/09/2020
RR7,142,0,30/09/2020
RNS,143,0,30/09/2020
RR7,120,0,30/09/2020
RTV,710,0,30/09/2020
RR8,142,1.695652,30/09/2020
RP1,143,0,30/09/2020
R0B,360,0,30/09/2020
RXK,502,0.880435,30/09/2020
RK5,180,5.576087,30/09/2020
R1F,145,0.228261,30/09/2020
RAX,142,0,30/09/2020
RBV,143,0,30/09/2020
RAN,160,0,30/09/2020
R1F,140,0.152174,30/09/2020
RAE,360,0,30/09/2020
RXM,502,0,30/09/2020
RKB,180,0,30/09/2020
RA2,145,0,30/09/2020
RF4,142,0,30/09/2020
REM,143,0,30/09/2020
RAP,160,0,30/09/2020
RA2,140,0,30/09/2020
RCB,360,0,30/09/2020
RXT,502,0,30/09/2020
RL1,180,0,30/09/2020
RDU,145,1.402174,30/09/2020
RJ1,142,3.043478,30/09/2020
REN,143,0,30/09/2020
RAS,160,0,30/09/2020
RDU,140,0,30/09/2020
RCD,360,0,30/09/2020
RXW,502,0,30/09/2020
RL4,180,0,30/09/2020
RHM,145,0,30/09/2020
RJ2,142,0,30/09/2020
REP,143,0,30/09/2020
RAT,160,0,30/09/2020
RHM,140,0.717391,30/09/2020
RCF,360,0,30/09/2020
RXW,146,0,30/09/2020
R0A,147,0,30/09/2020
RY5,146,0,30/09/2020
RBL,147,0,30/09/2020
RY8,146,0,30/09/2020
RBN,147,0,30/09/2020
RYG,146,0,30/09/2020
RBQ,147,0,30/09/2020
RYW,146,0,30/09/2020
RBS,147,0,30/09/2020
TAJ,146,0,30/09/2020
RBT,147,0,30/09/2020
R1L,146,0,30/09/2020
RBV,147,0,30/09/2020
RAJ,146,0,30/09/2020
REM,147,0,30/09/2020
RC9,146,0,30/09/2020
REN,147,0,30/09/2020
RCX,146,0,30/09/2020
REP,147,0,30/09/2020
RD8,146,0,30/09/2020
RET,147,0,30/09/2020
RDE,146,0,30/09/2020
RJN,147,0,30/09/2020
RGM,146,0,30/09/2020
RJR,147,0,30/09/2020
RGN,146,0,30/09/2020
RM3,147,0,30/09/2020
RGP,146,0,30/09/2020
RMC,147,0,30/09/2020
RGR,146,0,30/09/2020
RMP,147,0,30/09/2020
RGT,146,0,30/09/2020
RRF,147,0,30/09/2020
RM1,146,0,30/09/2020
RT2,147,0,30/09/2020
RMY,146,0,30/09/2020
RTV,147,0,30/09/2020
RQW,146,0,30/09/2020
RTX,147,0,30/09/2020
RT1,146,0,30/09/2020
RVY,147,0,30/09/2020
RWG,146,0,30/09/2020
RW4,147,0,30/09/2020
RWH,146,0,30/09/2020
RW5,147,0,30/09/2020
RWR,146,0,30/09/2020
RW6,147,0,30/09/2020
RY3,146,0,30/09/2020
RWJ,147,0,30/09/2020
R0A,146,0,30/09/2020
RWW,147,0,30/09/2020
RBL,146,0,30/09/2020
RXA,147,0,30/09/2020
RBN,146,0,30/09/2020
RXL,147,0,30/09/2020
RBQ,146,0,30/09/2020
RXN,147,0,30/09/2020
RBS,146,0,30/09/2020
RXR,147,0,30/09/2020
RBT,146,0,30/09/2020
R0B,147,0,30/09/2020
RBV,146,0,30/09/2020
RAE,147,0,30/09/2020
REM,146,0,30/09/2020
RCB,147,0,30/09/2020
REN,146,0,30/09/2020
RCD,147,0,30/09/2020
REP,146,0,30/09/2020
RCF,147,0,30/09/2020
RET,146,0,30/09/2020
RCU,147,0,30/09/2020
RJN,146,0,30/09/2020
RFF,147,0,30/09/2020
RJR,146,0,30/09/2020
RFR,147,0,30/09/2020
RM3,146,0,30/09/2020
RGD,147,0,30/09/2020
RMC,146,0,30/09/2020
RHQ,147,0,30/09/2020
RMP,146,0,30/09/2020
RJL,147,0,30/09/2020
RRF,146,0,30/09/2020
RNN,147,0,30/09/2020
RT2,146,0,30/09/2020
RP5,147,0,30/09/2020
RTV,146,0,30/09/2020
RR7,147,0,30/09/2020
RTX,146,0,30/09/2020
RR8,147,0,30/09/2020
RVY,146,0,30/09/2020
RTD,147,0,30/09/2020
RW4,146,0,30/09/2020
RTF,147,0,30/09/2020
RW5,146,0,30/09/2020
RTR,147,0,30/09/2020
RW6,146,0,30/09/2020
RV9,147,0,30/09/2020
RWJ,146,0,30/09/2020
RVW,147,0,30/09/2020
RWW,146,0,30/09/2020
RWA,147,0,30/09/2020
RXA,146,0,30/09/2020
RWY,147,0,30/09/2020
RXL,146,0,30/09/2020
RX3,147,0,30/09/2020
RXN,146,0,30/09/2020
RX4,147,0,30/09/2020
RXR,146,0,30/09/2020
RXE,147,0,30/09/2020
R0B,146,0,30/09/2020
RXF,147,0,30/09/2020
RAE,146,0,30/09/2020
RXG,147,0,30/09/2020
RCB,146,0,30/09/2020
RXP,147,0,30/09/2020
RCD,146,0,30/09/2020
RY6,147,0,30/09/2020
RCF,146,0,30/09/2020
TAD,147,0,30/09/2020
RCU,146,0,30/09/2020
TAH,147,0,30/09/2020
RYX,149,0,30/09/2020
R1H,148,0,30/09/2020
TAF,149,0,30/09/2020
R1K,148,0,30/09/2020
RA4,149,0,30/09/2020
RAL,148,0,30/09/2020
RA7,149,0,30/09/2020
RAN,148,0,30/09/2020
RA9,149,0,30/09/2020
RAP,148,0,30/09/2020
RBD,149,0,30/09/2020
RAS,148,0,30/09/2020
RBZ,149,0,30/09/2020
RAT,148,0,30/09/2020
RD1,149,0,30/09/2020
RAX,148,0,30/09/2020
RD3,149,0,30/09/2020
RF4,148,0,30/09/2020
RDY,149,0,30/09/2020
RJ1,148,0,30/09/2020
RDZ,149,0,30/09/2020
RJ2,148,0,30/09/2020
REF,149,0,30/09/2020
RJ6,148,0,30/09/2020
RH5,149,0,30/09/2020
RJ7,148,0,30/09/2020
RH8,149,0,30/09/2020
RJZ,148,0,30/09/2020
RJ8,149,0,30/09/2020
RKE,148,0,30/09/2020
RK9,149,0,30/09/2020
RKL,148,0,30/09/2020
RN3,149,0,30/09/2020
RP4,148,0,30/09/2020
RNZ,149,0,30/09/2020
RP6,148,0,30/09/2020
RTE,149,0,30/09/2020
RPY,148,0,30/09/2020
RTQ,149,0,30/09/2020
RQM,148,0,30/09/2020
RVJ,149,0,30/09/2020
RQX,148,0,30/09/2020
RVN,149,0,30/09/2020
RQY,148,0,30/09/2020
RWV,149,0,30/09/2020
RRP,148,0,30/09/2020
R1C,149,0,30/09/2020
RRV,148,0,30/09/2020
R1F,149,0,30/09/2020
RT3,148,0,30/09/2020
RA2,149,0,30/09/2020
RV3,148,0,30/09/2020
RDU,149,0,30/09/2020
RVR,148,0,30/09/2020
RHM,149,0,30/09/2020
RWK,148,0,30/09/2020
RHU,149,0,30/09/2020
RYJ,148,0,30/09/2020
RHW,149,0,30/09/2020
RYX,148,0,30/09/2020
RN5,149,0,30/09/2020
TAF,148,0,30/09/2020
RN7,149,0,30/09/2020
RA4,148,0,30/09/2020
RNU,149,0,30/09/2020
RA7,148,0,30/09/2020
RPA,149,0,30/09/2020
RA9,148,0,30/09/2020
RPC,149,0,30/09/2020
RBD,148,0,30/09/2020
RPG,149,0,30/09/2020
RBZ,148,0,30/09/2020
RTH,149,0,30/09/2020
RD1,148,0,30/09/2020
RTK,149,0,30/09/2020
RD3,148,0,30/09/2020
RTP,149,0,30/09/2020
RDY,148,0,30/09/2020
RVV,149,0,30/09/2020
RDZ,148,0,30/09/2020
RW1,149,0,30/09/2020
REF,148,0,30/09/2020
RWF,149,0,30/09/2020
RH5,148,0,30/09/2020
RWX,149,0,30/09/2020
RH8,148,0,30/09/2020
RX2,149,0,30/09/2020
RJ8,148,0,30/09/2020
RXC,149,0,30/09/2020
RK9,148,0,30/09/2020
RXH,149,0,30/09/2020
RN3,148,0,30/09/2020
RXQ,149,0,30/09/2020
RNZ,148,0,30/09/2020
RXX,149,0,30/09/2020
RTE,148,0,30/09/2020
RXY,149,0,30/09/2020
RTQ,148,0,30/09/2020
RYR,149,0,30/09/2020
RVJ,148,0,30/09/2020
R1A,149,0,30/09/2020
RVN,148,0,30/09/2020
RBK,149,0,30/09/2020
RWV,148,0,30/09/2020
RFS,149,0,30/09/2020
R1C,148,0,30/09/2020
RHA,149,0,30/09/2020
R1F,148,0,30/09/2020
RJC,149,0,30/09/2020
RA2,148,0,30/09/2020
RJE,149,0,30/09/2020
RDU,148,0,30/09/2020
RK5,149,0,30/09/2020
RHM,148,0,30/09/2020
RKB,149,0,30/09/2020
RHU,148,0,30/09/2020
RL1,149,0,30/09/2020
RHW,148,0,30/09/2020
RL4,149,0,30/09/2020
RN5,148,0,30/09/2020
RLQ,149,0,30/09/2020
RN7,148,0,30/09/2020
RLT,149,0,30/09/2020
RNU,148,0,30/09/2020
RLY,149,0,30/09/2020
RPA,148,0,30/09/2020
RNA,149,0,30/09/2020
RPC,148,0,30/09/2020
RNQ,149,0,30/09/2020
RPG,148,0,30/09/2020
RNS,149,0,30/09/2020
RTH,148,0,30/09/2020
RP1,149,0,30/09/2020
RTK,148,0,30/09/2020
RP7,149,0,30/09/2020
RTP,148,0,30/09/2020
RQ3,149,0,30/09/2020
RVV,148,0,30/09/2020
RRE,149,0,30/09/2020
RW1,148,0,30/09/2020
RRJ,149,0,30/09/2020
RWF,148,0,30/09/2020
RRK,149,0,30/09/2020
RWX,148,0,30/09/2020
RTG,149,0,30/09/2020
RX2,148,0,30/09/2020
RWD,149,0,30/09/2020
RXC,148,0,30/09/2020
RWE,149,0,30/09/2020
RXH,148,0,30/09/2020
RWP,149,0,30/09/2020
RXQ,148,0,30/09/2020
RX1,149,0,30/09/2020
RXX,148,0,30/09/2020
RXK,149,0,30/09/2020
RXY,148,0,30/09/2020
RXM,149,0,30/09/2020
RYR,148,0,30/09/2020
RXT,149,0,30/09/2020
R1A,148,0,30/09/2020
RXW,149,0,30/09/2020
RBK,148,0,30/09/2020
RY5,149,0,30/09/2020
RFS,148,0,30/09/2020
RY8,149,0,30/09/2020
RHA,148,0,30/09/2020
RYG,149,0,30/09/2020
RJC,148,0,30/09/2020
RYW,149,0,30/09/2020
RJE,148,0,30/09/2020
TAJ,149,0,30/09/2020
RK5,148,0,30/09/2020
R1L,149,0,30/09/2020
RKB,148,0,30/09/2020
RAJ,149,0,30/09/2020
RL1,148,0,30/09/2020
RC9,149,0,30/09/2020
RL4,148,0,30/09/2020
RCX,149,0,30/09/2020
RLQ,148,0,30/09/2020
RD8,149,0,30/09/2020
RLT,148,0,30/09/2020
RDE,149,0,30/09/2020
RLY,148,0,30/09/2020
RGM,149,0,30/09/2020
RNA,148,0,30/09/2020
RGN,149,0,30/09/2020
RNQ,148,0,30/09/2020
RGP,149,0,30/09/2020
RNS,148,0,30/09/2020
RGR,149,0,30/09/2020
RP1,148,0,30/09/2020
RGT,149,0,30/09/2020
RP7,148,0,30/09/2020
RM1,149,0,30/09/2020
RQ3,148,0,30/09/2020
RMY,149,0,30/09/2020
RRE,148,0,30/09/2020
RQW,149,0,30/09/2020
RRJ,148,0,30/09/2020
RT1,149,0,30/09/2020
RRK,148,0,30/09/2020
RWG,149,0,30/09/2020
RTG,148,0,30/09/2020
RWH,149,0,30/09/2020
RWD,148,0,30/09/2020
RWR,149,0,30/09/2020
RWE,148,0,30/09/2020
RY3,149,0,30/09/2020
RWP,148,0,30/09/2020
R0A,149,0,30/09/2020
RX1,148,0,30/09/2020
RBL,149,0,30/09/2020
RXK,148,0,30/09/2020
RBN,149,0,30/09/2020
RXM,148,0,30/09/2020
RBQ,149,0,30/09/2020
RXT,148,0,30/09/2020
RBS,149,0,30/09/2020
RXW,148,0,30/09/2020
RBT,149,0,30/09/2020
RY5,148,0,30/09/2020
RBV,149,0,30/09/2020
RY8,148,0,30/09/2020
RHW,401,0,30/09/2020
RFF,401,0,30/09/2020
RN5,401,0,30/09/2020
RFR,401,0,30/09/2020
RN7,401,0,30/09/2020
RGD,401,0,30/09/2020
RNU,401,0,30/09/2020
RHQ,401,0,30/09/2020
RPA,401,0,30/09/2020
RJL,401,0,30/09/2020
RPC,401,0,30/09/2020
RNN,401,0.065217,30/09/2020
RPG,401,0,30/09/2020
RP5,401,0,30/09/2020
RTH,401,0.326087,30/09/2020
RR7,401,0,30/09/2020
RTK,401,0,30/09/2020
RR8,401,0,30/09/2020
RTP,401,0,30/09/2020
RTD,401,0,30/09/2020
RVV,401,0,30/09/2020
RTF,401,0,30/09/2020
RW1,401,0,30/09/2020
RTR,401,0,30/09/2020
RWF,401,0,30/09/2020
RV9,401,0,30/09/2020
RWX,401,0,30/09/2020
RVW,401,0,30/09/2020
RX2,401,0,30/09/2020
RWA,401,0,30/09/2020
RXC,401,0,30/09/2020
RWY,401,0,30/09/2020
RXH,401,0,30/09/2020
RX3,401,0,30/09/2020
RXQ,401,0,30/09/2020
RX4,401,0,30/09/2020
RXX,401,0,30/09/2020
RXE,401,0,30/09/2020
RXY,401,0,30/09/2020
RXF,401,0,30/09/2020
RYR,401,0,30/09/2020
RXG,401,0,30/09/2020
R1A,401,0,30/09/2020
RXP,401,0,30/09/2020
